view_history,rt,trial_type,trial_index,plugin_version,time_elapsed,subjectID,studyID,sessionID,overallBonusPoints,task,response,question_order,success,Matrix,S,T,R,P,GameType,choice,GivenAns,Player,PlayerType,CorrAns,confidence,ScoreNum,time_on_trial,stimulus
"[{""page_index"":0,""viewing_time"":3263},{""page_index"":1,""viewing_time"":27192}]",30454.0,instructions,0,2.1.0,30482,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,,,,,,,,,,,,,,,,
"[{""page_index"":0,""viewing_time"":520045}]",520045.0,instructions,1,2.1.0,550529,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,,,,,,,,,,,,,,,,
"[{""page_index"":0,""viewing_time"":4515}]",4515.0,instructions,2,2.1.0,555047,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,,,,,,,,,,,,,,,,
,119442.0,survey-multi-choice,3,,674495,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,comprehensionCheck,"{""task"":""Choose the option the anonymized participant chose"",""incentive"":""Yes—they received bonuses based on their performance""}","[0,1]",,,,,,,,,,,,,,,,
,2553655.0,fullscreen,4,2.1.0,3229154,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,True,,,,,,,,,,,,,,,
"[{""page_index"":0,""viewing_time"":3803}]",3803.0,instructions,5,2.1.0,3232959,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,6,2.0.0,3312822,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,playOwnGame,,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Purple,coop,,,,,,,
,,html-keyboard-response,7,2.0.0,3329780,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,playOwnGame,,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Green,def,,,,,,,
,,html-keyboard-response,8,2.0.0,3345500,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,playOwnGame,,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Green,def,,,,,,,
,,html-keyboard-response,9,2.0.0,3357362,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,playOwnGame,,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Purple,coop,,,,,,,
"[{""page_index"":0,""viewing_time"":4648}]",4648.0,instructions,10,2.1.0,3362012,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,11,2.0.0,3631830,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,socialPredictionGame,,,,"{""R"":10,""P"":5,""S"":3,""T"":15}",3.0,15.0,10.0,5.0,PD,Purple,def,G.P.,opt_nat,def,5.0,1.0,269816.5,
,4153.0,html-keyboard-response,12,2.0.0,3635986,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,feedbackTrial, ,,,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p><p>You now have 1 points.</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,13,2.0.0,3652050,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,socialPredictionGame,,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Purple,def,G.P.,opt_nat,coop,5.0,0.0,16060.900000095367,
,2085.0,html-keyboard-response,14,2.0.0,3654137,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,feedbackTrial,[,,,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p><p>You still have 1 points.</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,15,2.0.0,3664669,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,socialPredictionGame,,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Purple,def,G.P.,opt_nat,def,4.0,1.0,10528.5,
,1937.0,html-keyboard-response,16,2.0.0,3666607,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,feedbackTrial,o,,,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p><p>You now have 2 points.</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,17,2.0.0,3675080,k8q9m0quz7,692638df063c96e069476515,69325494aece4ff9469e47ca,28,socialPredictionGame,,,,"{""R"":10,""P"":5,""S"":0,""T"":12}",0.0,12.0,10.0,5.0,PD,Purple,def,G.P.,opt_nat,def,4.0,1.0,8470.0,
